timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478503475.59,-0.600228,1.290918,-1.955626,-0.011226,0.003861,0.001436,-0.156028,-0.961089,-0.227954,-0.000786,-0.003739,0.005176,-13.381470,-30.834534,-21.841675,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003842,10.474915,-1.000000,-1.000000,1478503441.85
1478503475.61,-0.599786,1.291047,-1.956070,-0.008014,-0.001456,-0.003862,-0.155857,-0.961125,-0.227921,0.005451,-0.000713,0.005051,-12.856323,-30.759827,-21.837769,,,,,,
,,,,,,,,,,,,,,,,37.391947,-122.011798,10.474915,0.620000,301.640625,1478503124.00
,,,,,,,,,,,,,,,,37.392598,-122.003842,10.474915,-1.000000,-1.000000,1478503441.85
1478503475.63,-0.598754,1.291166,-1.957288,-0.002696,-0.015283,-0.010200,-0.155558,-0.961158,-0.227987,0.004221,-0.000070,0.000417,-12.856323,-30.759827,-21.837769,,,,,,
1478503475.65,-0.598136,1.291252,-1.958422,0.002589,-0.030182,-0.013315,-0.155370,-0.961181,-0.228015,-0.000147,-0.003464,-0.006803,-13.154663,-30.460327,-21.390259,,,,,,
1478503475.67,-0.597975,1.291409,-1.959352,0.006815,-0.041889,-0.014339,-0.155249,-0.961224,-0.227915,0.000555,-0.003635,-0.005849,-13.454651,-30.460205,-21.392456,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.474915,-1.000000,-1.000000,1478503475.66
1478503475.69,-0.598584,1.291508,-1.959492,0.004688,-0.031260,-0.009043,-0.155333,-0.961252,-0.227742,-0.006486,-0.004874,-0.002986,-13.379639,-30.460205,-21.391968,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.474915,-1.000000,-1.000000,1478503475.67
1478503475.71,-0.599353,1.291410,-1.959088,0.001562,-0.005740,-0.005904,-0.155562,-0.961225,-0.227700,-0.010271,-0.004763,-0.002571,-13.304688,-30.460266,-21.391357,,,,,,
1478503475.73,-0.599929,1.291259,-1.958402,0.001613,0.016578,-0.001677,-0.155775,-0.961183,-0.227730,-0.010622,-0.004271,-0.000816,-13.304688,-30.460266,-21.391357,,,,,,
1478503475.75,-0.600189,1.291147,-1.957545,0.000586,0.038896,0.004672,-0.155895,-0.961152,-0.227779,-0.006489,-0.001601,-0.000829,-13.155640,-30.534790,-21.765259,,,,,,
1478503475.77,-0.600306,1.291064,-1.956509,0.003813,0.049514,0.005739,-0.155967,-0.961129,-0.227826,-0.004418,0.003579,0.001325,-14.280334,-30.534485,-21.623657,,,,,,
1478503475.79,-0.599903,1.291149,-1.955989,0.010209,0.043122,0.001526,-0.155829,-0.961153,-0.227822,0.002249,-0.000700,0.000328,-13.306213,-30.534302,-22.066406,,,,,,
1478503475.81,-0.598929,1.291346,-1.956268,0.011222,0.027119,-0.002671,-0.155500,-0.961207,-0.227816,0.005735,-0.002751,-0.003492,-13.081482,-30.985107,-21.614380,,,,,,
1478503475.83,-0.598282,1.291717,-1.956554,0.013303,0.011167,-0.003701,-0.155152,-0.961309,-0.227623,0.006012,-0.004572,0.000999,-13.081482,-30.985107,-21.614380,,,,,,
1478503475.85,-0.598135,1.292129,-1.956510,0.013289,0.009039,-0.002635,-0.154895,-0.961423,-0.227319,0.002017,-0.005664,0.000939,-12.931702,-31.060120,-21.613281,,,,,,
1478503475.87,-0.597735,1.292609,-1.956725,0.013279,0.005850,-0.002631,-0.154545,-0.961555,-0.226999,0.007038,-0.006020,-0.000296,-13.380615,-30.609802,-21.691895,,,,,,
1478503475.89,-0.597676,1.292938,-1.956621,0.015420,0.009033,-0.002625,-0.154353,-0.961645,-0.226747,0.001170,-0.003596,-0.000441,-13.156006,-30.759888,-21.690186,,,,,,
1478503475.91,-0.597736,1.293123,-1.956245,0.022883,0.018569,0.001660,-0.154266,-0.961696,-0.226590,0.003311,-0.003636,-0.007053,-12.856018,-30.760071,-21.687866,,,,,,
1478503475.93,-0.593802,1.293190,-1.959782,0.027985,-0.011245,0.019823,-0.153338,-0.961714,-0.227142,0.036517,-0.003053,-0.033997,-12.856018,-30.760071,-21.687866,,,,,,
1478503475.95,-0.590050,1.293193,-1.964638,0.023106,-0.130352,0.050836,-0.152483,-0.961715,-0.227713,0.062944,-0.005570,-0.043268,-12.630920,-30.910522,-21.461060,,,,,,
1478503475.97,-0.599025,1.292805,-1.960134,0.016008,-0.294116,0.067054,-0.154731,-0.961609,-0.226643,0.059714,-0.002274,-0.041270,-12.781494,-30.985229,-21.612183,,,,,,
1478503475.99,-0.606700,1.292045,-1.959481,0.006057,-0.407827,0.060781,-0.156883,-0.961400,-0.226050,0.043891,0.001088,-0.044031,-13.456299,-30.984985,-21.542236,,,,,,
1478503476.01,-0.617808,1.291288,-1.957021,-0.024843,-0.443839,0.041505,-0.159805,-0.961191,-0.224886,0.016067,-0.002401,-0.034941,-13.605103,-30.760376,-21.243408,,,,,,
1478503476.03,-0.625508,1.289568,-1.958144,-0.069572,-0.446876,0.037006,-0.162500,-0.960715,-0.224989,0.001458,0.011146,-0.029619,-13.605103,-30.760376,-21.243408,,,,,,
1478503476.05,-0.632496,1.287737,-1.960054,-0.102504,-0.436122,0.028293,-0.165108,-0.960205,-0.225267,0.000939,0.005097,-0.019454,-13.605103,-30.685242,-21.318604,,,,,,
1478503476.07,-0.636601,1.285329,-1.964328,-0.127787,-0.387103,0.009983,-0.167405,-0.959530,-0.226445,-0.008300,-0.005085,-0.015178,-14.129700,-30.835510,-20.947388,,,,,,
1478503476.09,-0.637825,1.283075,-1.969560,-0.133706,-0.261623,0.004437,-0.168970,-0.958893,-0.227977,-0.022910,-0.011276,-0.009266,-14.504822,-30.534668,-21.400391,,,,,,
1478503476.11,-0.635484,1.280651,-1.975314,-0.135108,-0.101037,-0.022425,-0.169815,-0.958202,-0.230242,-0.020264,-0.020985,-0.016645,-13.903748,-30.310425,-21.095947,,,,,,
1478503476.13,-0.628107,1.279357,-1.983948,-0.122757,-0.024515,-0.086307,-0.168840,-0.957831,-0.232491,-0.007552,-0.017449,-0.028693,-13.903748,-30.310425,-21.095947,,,,,,
1478503476.15,-0.617166,1.278616,-1.996013,-0.116182,-0.038290,-0.123508,-0.166697,-0.957618,-0.234903,0.003763,-0.016228,-0.015707,-14.203979,-30.535522,-20.948120,,,,,,
1478503476.17,-0.606452,1.278242,-2.008619,-0.110836,-0.081848,-0.151089,-0.164374,-0.957510,-0.236970,0.003837,-0.005777,-0.014052,-14.279358,-30.685425,-20.948608,,,,,,
1478503476.19,-0.594583,1.278108,-2.023113,-0.103219,-0.111565,-0.193581,-0.161622,-0.957472,-0.239011,-0.006927,-0.003161,-0.015552,-14.503784,-30.460327,-20.950439,,,,,,
1478503476.21,-0.581270,1.278350,-2.039612,-0.098755,-0.132763,-0.238232,-0.158299,-0.957541,-0.240948,-0.011882,0.001502,-0.009266,-14.353760,-30.385254,-21.024292,,,,,,
1478503476.23,-0.567926,1.279124,-2.056547,-0.086893,-0.142320,-0.266890,-0.154671,-0.957764,-0.242413,-0.015602,0.004884,-0.001605,-14.353760,-30.385254,-21.024292,,,,,,
1478503476.25,-0.554571,1.280573,-2.073764,-0.064372,-0.150849,-0.295491,-0.150689,-0.958180,-0.243278,-0.019339,0.011754,0.008567,-14.203979,-30.535522,-20.948120,,,,,,
1478503476.27,-0.541403,1.282614,-2.091020,-0.036581,-0.158349,-0.314483,-0.146465,-0.958762,-0.243565,-0.021733,0.022330,0.010044,-13.978271,-30.310669,-20.871460,,,,,,
1478503476.29,-0.529445,1.285408,-2.107459,-0.012204,-0.194625,-0.318516,-0.142188,-0.959552,-0.242985,-0.024453,0.021381,0.017888,-14.128845,-30.610779,-20.797485,,,,,,
1478503476.31,-0.519544,1.288670,-2.122801,0.011003,-0.245748,-0.309790,-0.138220,-0.960466,-0.241663,-0.024652,0.019883,0.021188,-13.827881,-30.461365,-20.495361,,,,,,
