timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478503526.00,-0.907332,1.225380,-1.672460,-0.000540,0.031889,-0.021367,-0.266761,-0.940935,-0.208520,-0.012047,-0.001326,-0.004234,-17.277100,-29.408264,-21.421753,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.474915,-1.000000,-1.000000,1478503499.70
1478503526.02,-0.906016,1.225453,-1.672713,0.007079,0.066959,-0.027764,-0.266433,-0.940959,-0.208828,-0.011872,0.000041,-0.001621,-17.426270,-29.183411,-21.272949,,,,,,
,,,,,,,,,,,,,,,,37.391947,-122.011798,10.474915,0.620000,301.640625,1478503124.00
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.474915,-1.000000,-1.000000,1478503499.70
1478503526.04,-0.904770,1.225836,-1.672580,0.017734,0.071173,-0.025582,-0.265889,-0.941089,-0.208937,-0.006541,-0.000333,0.000228,-17.501099,-28.882874,-21.573730,,,,,,
1478503526.06,-0.904352,1.226501,-1.671783,0.028321,0.056251,-0.023372,-0.265309,-0.941314,-0.208661,-0.003062,0.005065,0.004453,-17.575928,-29.108459,-21.199097,,,,,,
1478503526.08,-0.904791,1.227389,-1.670487,0.038886,0.032825,-0.022213,-0.264744,-0.941613,-0.208028,0.000019,0.003899,0.004430,-17.575928,-29.108459,-21.199097,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.474915,-1.000000,-1.000000,1478503526.08
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.474915,-1.000000,-1.000000,1478503526.09
1478503526.10,-0.905896,1.228267,-1.668879,0.043082,0.020048,-0.018977,-0.264323,-0.941908,-0.207226,-0.002141,0.002165,0.004635,-17.125793,-28.883301,-21.420776,,,,,,
1478503526.12,-0.907406,1.229003,-1.666875,0.046263,0.023219,-0.014706,-0.264089,-0.942155,-0.206399,-0.004603,0.003557,0.003503,-17.276367,-29.108276,-21.421875,,,,,,
1478503526.14,-0.908753,1.229674,-1.664833,0.044191,0.035988,-0.016865,-0.263869,-0.942380,-0.205655,-0.006258,0.000378,-0.001254,-17.278137,-29.632935,-21.646606,,,,,,
1478503526.16,-0.909112,1.230271,-1.663575,0.037862,0.044523,-0.022234,-0.263498,-0.942579,-0.205215,-0.005850,-0.005449,-0.006959,-17.052490,-29.558350,-21.419922,,,,,,
1478503526.18,-0.906870,1.230730,-1.664973,0.032434,0.022209,-0.019038,-0.262697,-0.942733,-0.205538,0.011278,-0.000108,-0.021544,-17.052490,-29.558350,-21.419922,,,,,,
1478503526.20,-0.903768,1.231333,-1.668190,0.016183,-0.046849,-0.014767,-0.261611,-0.942933,-0.206000,0.030914,0.001603,-0.032373,-17.126648,-29.408691,-21.195557,,,,,,
1478503526.22,-0.900055,1.231856,-1.673801,-0.006615,-0.152039,-0.006221,-0.260458,-0.943107,-0.206664,0.045584,0.000694,-0.035661,-17.276489,-29.333618,-21.196777,,,,,,
1478503526.24,-0.903453,1.231712,-1.674609,-0.018654,-0.235996,-0.001902,-0.261265,-0.943060,-0.205861,0.031331,-0.001566,-0.030330,-17.277161,-29.783936,-20.971558,,,,,,
1478503526.26,-0.905817,1.231519,-1.677118,-0.023862,-0.238070,-0.022153,-0.261894,-0.942996,-0.205355,0.005180,-0.003263,-0.019971,-17.126709,-29.558838,-21.045532,,,,,,
1478503526.28,-0.907154,1.231931,-1.680036,-0.026633,-0.186960,-0.061632,-0.261863,-0.943132,-0.204766,-0.008080,-0.009153,-0.027213,-17.126709,-29.558838,-21.045532,,,,,,
1478503526.30,-0.903789,1.232282,-1.686834,-0.030622,-0.161378,-0.091500,-0.260912,-0.943249,-0.205441,0.001848,-0.005680,-0.031605,-17.202148,-29.783936,-20.971069,,,,,,
1478503526.32,-0.898014,1.232944,-1.696103,-0.043550,-0.187926,-0.084082,-0.259233,-0.943469,-0.206555,0.023012,-0.003858,-0.038730,-17.501038,-29.333801,-20.973511,,,,,,
1478503526.34,-0.891602,1.233507,-1.706882,-0.066185,-0.241029,-0.072420,-0.257490,-0.943655,-0.207879,0.033781,-0.003977,-0.037986,-17.425781,-29.409241,-20.747803,,,,,,
1478503526.36,-0.886156,1.233773,-1.717697,-0.084491,-0.275009,-0.060765,-0.256159,-0.943743,-0.209120,0.031596,-0.010389,-0.032000,-19.300964,-29.483276,-20.761841,,,,,,
1478503526.38,-0.881293,1.233531,-1.727844,-0.094040,-0.251598,-0.054469,-0.255315,-0.943663,-0.210508,0.019613,-0.006669,-0.032503,-19.300964,-29.483276,-20.761841,,,,,,
1478503526.40,-0.875273,1.233067,-1.738676,-0.097095,-0.229188,-0.066211,-0.254380,-0.943510,-0.212322,0.025666,0.001844,-0.035115,-17.500854,-29.333923,-20.898438,,,,,,
1478503526.42,-0.867464,1.232807,-1.751334,-0.080993,-0.247257,-0.096970,-0.252901,-0.943423,-0.214460,0.027956,0.015094,-0.046968,-17.500671,-29.559448,-20.523315,,,,,,
1478503526.44,-0.859042,1.232902,-1.765222,-0.056373,-0.281286,-0.136173,-0.251018,-0.943455,-0.216524,0.026989,0.039372,-0.058988,-17.950684,-29.559204,-20.526611,,,,,,
1478503526.46,-0.856937,1.234807,-1.773139,-0.024074,-0.250494,-0.173300,-0.249203,-0.944084,-0.215875,0.023572,0.048775,-0.049429,-17.949402,-29.409912,-20.076782,,,,,,
1478503526.48,-0.851351,1.237190,-1.783787,0.017999,-0.226052,-0.244427,-0.246301,-0.944868,-0.215781,0.004525,0.056959,-0.050440,-17.949402,-29.409912,-20.076782,,,,,,
1478503526.50,-0.845325,1.242131,-1.793697,0.057168,-0.127172,-0.319942,-0.241499,-0.946474,-0.214161,-0.018755,0.055208,-0.038815,-18.174438,-29.409790,-20.078491,,,,,,
1478503526.52,-0.835528,1.247186,-1.805143,0.082414,-0.014462,-0.376391,-0.235839,-0.948093,-0.213304,-0.036576,0.055485,-0.034651,-17.724854,-29.710266,-19.924927,,,,,,
1478503526.54,-0.823228,1.254196,-1.817714,0.094413,0.025939,-0.398741,-0.228318,-0.950299,-0.211665,-0.035919,0.052808,-0.039036,-17.725342,-29.785034,-20.074951,,,,,,
1478503526.56,-0.810665,1.260220,-1.830352,0.104751,0.001388,-0.362452,-0.221488,-0.952157,-0.210569,-0.016854,0.064111,-0.028582,-17.425354,-30.010681,-19.772461,,,,,,
1478503526.58,-0.803329,1.266472,-1.838894,0.134910,-0.073264,-0.286593,-0.215649,-0.954050,-0.208051,-0.000034,0.078210,-0.019641,-17.425354,-30.010681,-19.772461,,,,,,
1478503526.60,-0.801803,1.271482,-1.843479,0.168078,-0.194709,-0.207453,-0.211893,-0.955539,-0.205053,0.008814,0.076572,-0.013743,-17.500122,-30.236206,-19.397949,,,,,,
1478503526.62,-0.808295,1.276602,-1.842163,0.206801,-0.301240,-0.155982,-0.209680,-0.957036,-0.200291,0.002969,0.067800,0.003865,-17.349609,-30.386902,-18.946777,,,,,,
1478503526.64,-0.820787,1.281526,-1.836048,0.263979,-0.342946,-0.123668,-0.208714,-0.958452,-0.194441,-0.016536,0.060488,0.009169,-17.123474,-30.162476,-18.645142,,,,,,
1478503526.66,-0.837764,1.287330,-1.825714,0.329916,-0.359122,-0.114765,-0.207848,-0.960092,-0.187145,-0.044716,0.037454,0.006740,-17.274658,-30.762634,-18.495972,,,,,,
1478503526.68,-0.861037,1.293397,-1.808955,0.402625,-0.346538,-0.150573,-0.207725,-0.961771,-0.178458,-0.062783,0.014582,-0.006433,-17.274658,-30.762634,-18.495972,,,,,,
1478503526.70,-0.883553,1.302312,-1.793161,0.482963,-0.381723,-0.240561,-0.205053,-0.964174,-0.168290,-0.086222,-0.001509,-0.020782,-17.423218,-30.913940,-17.597046,,,,,,
1478503526.72,-0.909451,1.312844,-1.773900,0.564470,-0.343598,-0.306168,-0.201318,-0.966914,-0.156678,-0.108894,-0.004277,-0.029998,-17.196716,-30.915161,-16.845337,,,,,,
1478503526.74,-0.936361,1.325706,-1.751811,0.632454,-0.227804,-0.380486,-0.195427,-0.970115,-0.143821,-0.143592,-0.016640,-0.048501,-17.346375,-31.291077,-16.171265,,,,,,
1478503526.76,-0.960002,1.340087,-1.729642,0.628481,-0.018176,-0.479824,-0.187323,-0.973505,-0.131145,-0.163995,-0.016745,-0.058201,-17.421692,-31.741638,-15.796631,,,,,,
1478503526.78,-0.974208,1.355334,-1.711722,0.583965,0.272285,-0.524155,-0.176867,-0.976878,-0.120117,-0.167738,-0.005727,-0.057343,-17.421692,-31.741638,-15.796631,,,,,,
1478503526.80,-0.983120,1.369556,-1.693973,0.537637,0.505187,-0.481119,-0.166350,-0.979819,-0.110822,-0.160615,0.004310,-0.067065,-16.969971,-32.118896,-14.443115,,,,,,
1478503526.82,-0.988697,1.382501,-1.675708,0.493204,0.688098,-0.428417,-0.156357,-0.982325,-0.102910,-0.151504,-0.002889,-0.069652,-16.818726,-32.044800,-13.916992,,,,,,
1478503526.84,-0.990942,1.394397,-1.658394,0.445498,0.780720,-0.413917,-0.146801,-0.984482,-0.096149,-0.162220,-0.046417,-0.078656,-16.218140,-32.195740,-13.462402,,,,,,
1478503526.86,-0.986979,1.405553,-1.645779,0.366783,0.838361,-0.400598,-0.137247,-0.986378,-0.090671,-0.167334,-0.084758,-0.099866,-15.694824,-32.946045,-13.383057,,,,,,
1478503526.88,-0.977657,1.414927,-1.638750,0.272452,0.798142,-0.329734,-0.128723,-0.987877,-0.086774,-0.158219,-0.080528,-0.115726,-15.694824,-32.946045,-13.383057,,,,,,
1478503526.90,-0.967631,1.421499,-1.634194,0.181771,0.682329,-0.203381,-0.122497,-0.988876,-0.084375,-0.129700,-0.047730,-0.136542,-15.170776,-33.246277,-13.454102,,,,,,
1478503526.92,-0.960206,1.424834,-1.630308,0.083360,0.494242,-0.073766,-0.119164,-0.989366,-0.083391,-0.093422,-0.013640,-0.171630,-15.097412,-33.846191,-13.528198,,,,,,
1478503526.94,-0.953116,1.425221,-1.629673,-0.027546,0.322209,0.018498,-0.118258,-0.989423,-0.084012,-0.077467,0.001096,-0.181110,-14.798096,-34.071228,-13.600708,,,,,,
1478503526.96,-0.943818,1.423026,-1.634611,-0.128636,0.188444,0.095855,-0.119230,-0.989102,-0.086382,-0.090075,0.017743,-0.179762,-15.098694,-34.070618,-13.903076,,,,,,
1478503526.98,-0.930963,1.418607,-1.643904,-0.241165,0.134451,0.173027,-0.121615,-0.988442,-0.090516,-0.117735,0.025292,-0.148315,-15.098694,-34.070618,-13.903076,,,,,,
1478503527.00,-0.910146,1.407083,-1.661031,-0.324941,0.286712,0.194704,-0.128691,-0.986629,-0.100012,-0.122652,0.017833,-0.109888,-15.623596,-34.145569,-13.756958,,,,,,
1478503527.02,-0.880547,1.399042,-1.684429,-0.452657,0.320085,0.193952,-0.131787,-0.985286,-0.108824,-0.126117,0.027385,-0.140855,-15.247498,-33.770874,-13.679321,,,,,,
1478503527.04,-0.845314,1.386781,-1.713743,-0.524970,0.349033,0.188196,-0.136901,-0.983117,-0.121406,-0.113816,0.022607,-0.103875,-16.298218,-33.619568,-14.212280,,,,,,
1478503527.06,-0.808413,1.376252,-1.744764,-0.607251,0.287627,0.194225,-0.139807,-0.981136,-0.133516,-0.108942,-0.031498,-0.106917,-17.198975,-33.618530,-14.593994,,,,,,
1478503527.08,-0.770902,1.363772,-1.778433,-0.705624,0.186944,0.195967,-0.143223,-0.978647,-0.147436,-0.087261,-0.051779,-0.085611,-17.198975,-33.618530,-14.593994,,,,,,
1478503527.11,-0.734447,1.349533,-1.814409,-0.850442,-0.039096,0.229580,-0.147079,-0.975621,-0.162885,-0.063050,-0.085033,-0.126177,-17.574097,-33.467957,-14.821899,,,,,,
1478503527.13,-0.707571,1.331998,-1.848053,-0.912660,-0.321834,0.310570,-0.153746,-0.971623,-0.179753,-0.012438,-0.083095,-0.020900,-17.949097,-32.941772,-15.499878,,,,,,
1478503527.15,-0.689729,1.313126,-1.875464,-0.964011,-0.549318,0.388343,-0.162154,-0.966986,-0.196579,-0.022706,-0.093179,-0.053451,-18.399231,-32.640869,-15.953491,,,,,,
1478503527.17,-0.680673,1.292365,-1.898041,-1.026633,-0.675740,0.450997,-0.172966,-0.961488,-0.213598,-0.008568,-0.074386,-0.011836,-20.273987,-31.888672,-16.792847,,,,,,
1478503527.19,-0.675494,1.269536,-1.918043,-1.101818,-0.720278,0.524102,-0.185537,-0.954963,-0.231563,0.009084,-0.074975,0.006755,-20.273987,-31.888672,-16.792847,,,,,,
1478503527.21,-0.673107,1.244466,-1.937342,-1.223029,-0.880496,0.567324,-0.199849,-0.947225,-0.250649,0.027653,-0.073832,0.020318,-21.173035,-31.212769,-17.099976,,,,,,
1478503527.23,-0.682663,1.216347,-1.957183,-1.328103,-1.791463,0.676713,-0.218956,-0.937838,-0.269293,0.078743,-0.128904,-0.018518,-22.447510,-30.611328,-17.634888,,,,,,
1478503527.25,-0.698772,1.188444,-1.968022,-1.129546,-0.875865,0.782860,-0.240009,-0.927790,-0.285661,0.064594,-0.312475,0.316178,-23.496948,-29.859863,-18.318115,,,,,,
1478503527.27,-0.716983,1.163592,-1.973852,-0.952108,-1.561922,0.644366,-0.260246,-0.918232,-0.298534,-0.060921,-0.396877,0.067272,-26.043823,-28.433228,-18.488037,,,,,,
1478503527.29,-0.735114,1.145905,-1.983600,-0.725793,-1.032696,0.354196,-0.276465,-0.911084,-0.305767,-0.016092,-0.507328,0.242153,-26.043823,-28.433228,-18.488037,,,,,,
1478503527.31,-0.746430,1.131015,-1.994519,-0.710663,-1.253901,0.366325,-0.289088,-0.904845,-0.312545,0.014339,-0.433900,0.026137,-27.166809,-27.757935,-18.346680,,,,,,
1478503527.33,-0.762798,1.114045,-2.002243,-0.767321,-1.056224,0.508356,-0.304732,-0.897490,-0.318826,0.138167,-0.132783,0.066705,-28.066162,-27.307068,-18.578613,,,,,,
1478503527.35,-0.778038,1.094517,-2.010299,-0.854531,-1.192150,0.579405,-0.321796,-0.888707,-0.326568,0.197437,0.105016,0.016098,-28.963928,-26.406677,-18.585815,,,,,,
1478503527.37,-0.790128,1.073840,-2.018396,-0.888445,-0.800839,0.599913,-0.338705,-0.879038,-0.335516,0.237280,0.262537,0.136282,-31.210815,-25.130493,-18.603394,,,,,,
1478503527.39,-0.792551,1.053042,-2.029233,-0.942188,-0.455018,0.528834,-0.352462,-0.868933,-0.347456,0.232147,0.322028,0.189131,-31.210815,-25.130493,-18.603394,,,,,,
1478503527.41,-0.783664,1.033007,-2.043081,-0.964538,-0.020958,0.426941,-0.361579,-0.858843,-0.362835,0.254401,0.250094,0.284161,-31.659180,-24.304932,-18.832275,,,,,,
1478503527.43,-0.769877,1.015117,-2.058925,-0.898488,0.006745,0.271845,-0.367179,-0.849542,-0.378758,0.292884,0.115518,0.315312,-32.482971,-23.478821,-19.288696,,,,,,
1478503527.45,-0.758002,1.001552,-2.075638,-0.734016,-0.235827,0.069799,-0.370544,-0.842309,-0.391424,0.333679,-0.016914,0.328085,-32.932312,-22.126526,-20.642700,,,,,,
1478503527.47,-0.755191,0.993854,-2.091620,-0.488424,-0.720013,-0.121853,-0.373876,-0.838134,-0.397175,0.343832,-0.101914,0.289264,-33.756531,-21.976562,-20.424072,,,,,,
