timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478502979.28,-0.001950,1.438470,-2.415957,0.006739,0.019734,-0.011991,-0.000257,-0.991258,-0.131940,-0.009051,-0.005935,-0.000888,4.277466,-29.678467,-22.136108,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003842,10.837952,-1.000000,-1.000000,1478502884.92
1478502979.30,-0.001923,1.438483,-2.415439,0.005694,0.031426,-0.008820,-0.000254,-0.991259,-0.131928,-0.008810,-0.003507,-0.003189,4.277161,-29.678223,-22.286011,,,,,,
,,,,,,,,,,,,,,,,37.391856,-122.011729,10.837952,-1.000000,-1.000000,1478502568.23
,,,,,,,,,,,,,,,,37.392598,-122.003842,10.837952,-1.000000,-1.000000,1478502884.92
1478502979.32,-0.002462,1.438614,-2.414306,0.014169,0.029261,-0.002382,-0.000325,-0.991277,-0.131797,-0.006054,0.000905,-0.002312,4.202576,-29.678528,-22.061646,,,,,,
1478502979.34,-0.002340,1.438917,-2.413919,0.019476,0.023928,-0.002344,-0.000308,-0.991316,-0.131497,-0.001462,-0.002031,-0.003039,4.279297,-29.229004,-21.761353,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003842,10.837952,-1.000000,-1.000000,1478502979.35
1478502979.36,-0.001065,1.439046,-2.414794,0.012023,0.017581,-0.006633,-0.000140,-0.991333,-0.131370,0.001529,-0.006454,-0.007455,4.279297,-29.229004,-21.761353,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.837952,-1.000000,-1.000000,1478502979.36
1478502979.38,0.000435,1.439104,-2.416086,0.008769,0.006955,-0.003441,0.000057,-0.991341,-0.131312,0.001118,-0.003257,-0.004415,4.277893,-29.378235,-22.286133,,,,,,
1478502979.40,0.001609,1.439233,-2.417148,0.008745,0.005886,-0.000247,0.000211,-0.991358,-0.131184,0.003085,-0.002569,-0.001903,3.829285,-29.228760,-21.764771,,,,,,
1478502979.42,0.001705,1.439539,-2.417119,0.009788,0.006938,0.004015,0.000223,-0.991398,-0.130881,0.000463,-0.002987,0.004416,4.126038,-30.053040,-22.362061,,,,,,
1478502979.44,0.001297,1.439842,-2.416601,0.009774,0.002686,0.004022,0.000169,-0.991438,-0.130580,0.001921,-0.007616,0.001613,4.125610,-30.052734,-22.587036,,,,,,
1478502979.46,0.001967,1.440002,-2.417380,0.008700,-0.011120,-0.002351,0.000257,-0.991459,-0.130421,0.004413,-0.005322,-0.000163,4.125610,-30.052734,-22.587036,,,,,,
1478502979.48,0.004794,1.440314,-2.420507,0.017285,-0.012192,-0.012948,0.000624,-0.991499,-0.130111,0.006350,0.001311,0.002273,4.278442,-29.453796,-21.911133,,,,,,
1478502979.50,0.007317,1.440941,-2.423055,0.033362,0.007963,-0.017148,0.000947,-0.991581,-0.129488,-0.002199,0.001102,0.003038,3.901978,-29.903442,-22.063721,,,,,,
1478502979.52,0.007226,1.441826,-2.422588,0.044059,0.028120,-0.012860,0.000929,-0.991695,-0.128610,-0.013823,-0.000462,0.000024,4.125977,-29.902771,-22.587036,,,,,,
1478502979.54,0.005518,1.442710,-2.420279,0.046192,0.036611,-0.008601,0.000705,-0.991808,-0.127734,-0.016223,-0.002714,-0.001096,4.350830,-30.203247,-22.285156,,,,,,
1478502979.56,0.004710,1.443422,-2.418654,0.041999,0.050451,-0.011836,0.000598,-0.991899,-0.127029,-0.011188,0.001527,-0.004090,4.350830,-30.203247,-22.285156,,,,,,
1478502979.58,0.007981,1.444200,-2.420559,0.045398,0.087670,-0.023583,0.001008,-0.991997,-0.126254,-0.002976,0.000146,-0.003613,4.502686,-29.829041,-21.834351,,,,,,
1478502979.60,0.012246,1.444827,-2.423346,0.032400,0.058976,-0.005514,0.001539,-0.992076,-0.125627,0.003695,-0.017109,-0.012022,4.501892,-29.903625,-22.134277,,,,,,
1478502979.62,0.014406,1.445409,-2.424038,0.035429,0.034491,0.007315,0.001802,-0.992149,-0.125046,0.000396,-0.005241,-0.028519,3.977356,-29.753418,-22.063232,,,,,,
1478502979.64,0.013556,1.446155,-2.422735,0.048107,0.004681,0.007430,0.001685,-0.992242,-0.124307,0.002984,0.013757,-0.007666,4.501587,-29.828247,-22.359375,,,,,,
1478502979.66,0.015839,1.447351,-2.424925,0.077043,0.016320,-0.013720,0.001950,-0.992390,-0.123117,0.006320,0.008122,0.000741,4.501587,-29.828247,-22.359375,,,,,,
1478502979.68,0.025026,1.449174,-2.433032,0.099816,0.077961,-0.043496,0.003036,-0.992613,-0.121285,0.005326,-0.011476,-0.004493,4.576965,-29.978821,-21.983643,,,,,,
1478502979.70,0.034382,1.450607,-2.440759,0.091232,0.080097,-0.032902,0.004122,-0.992786,-0.119829,-0.000231,-0.014126,-0.017256,4.652527,-29.528442,-22.283325,,,,,,
1478502979.72,0.038642,1.451159,-2.444381,0.053469,-0.001643,-0.002060,0.004611,-0.992852,-0.119263,0.008847,-0.019523,-0.016708,4.726685,-29.978699,-22.132568,,,,,,
1478502979.74,0.043740,1.451796,-2.449980,0.050184,-0.037767,-0.008412,0.005191,-0.992928,-0.118606,0.021466,-0.023170,-0.013977,3.902344,-30.053955,-21.688721,,,,,,
1478502979.76,0.053745,1.452581,-2.460529,0.090739,-0.017696,-0.009290,0.006336,-0.993021,-0.117770,0.032269,-0.003271,-0.019544,3.902344,-30.053955,-21.688721,,,,,,
1478502979.78,0.060410,1.454223,-2.467479,0.161183,0.029909,-0.004721,0.007022,-0.993213,-0.116097,0.017896,0.013263,-0.019324,4.502930,-29.904419,-21.609253,,,,,,
1478502979.80,0.065983,1.456669,-2.473212,0.217613,-0.003205,-0.019265,0.007509,-0.993495,-0.113632,0.006056,0.018137,-0.041550,4.427002,-30.279358,-21.609741,,,,,,
1478502979.82,0.068640,1.460349,-2.476469,0.223731,-0.062778,-0.009559,0.007560,-0.993907,-0.109964,-0.005591,0.002696,-0.038916,4.201904,-30.354309,-21.536255,,,,,,
1478502979.84,0.068093,1.464242,-2.475616,0.209118,-0.015914,-0.032059,0.007236,-0.994328,-0.106106,-0.038685,-0.008464,-0.031696,4.351868,-30.504578,-21.385132,,,,,,
1478502979.86,0.076053,1.467892,-2.482503,0.186213,0.122383,-0.039847,0.007805,-0.994710,-0.102426,-0.053169,0.000020,-0.018805,4.351868,-30.504578,-21.385132,,,,,,
1478502979.88,0.081274,1.471119,-2.483981,0.174706,0.215989,-0.020850,0.008079,-0.995036,-0.099184,-0.047431,-0.012395,-0.021498,4.427124,-30.354492,-21.459595,,,,,,
1478502979.90,0.089393,1.474405,-2.487695,0.160701,0.217052,0.004619,0.008592,-0.995358,-0.095858,-0.028123,0.000653,-0.035520,3.152832,-30.429565,-21.019165,,,,,,
1478502979.92,0.092924,1.476765,-2.487931,0.154986,0.129870,0.017494,0.008712,-0.995582,-0.093488,0.002701,-0.000679,-0.041278,5.026855,-30.880615,-20.929810,,,,,,
1478502979.94,0.093371,1.479898,-2.486505,0.160084,0.079870,0.026115,0.008463,-0.995872,-0.090377,0.012731,0.005866,-0.026596,4.726868,-31.030884,-20.707031,,,,,,
1478502979.96,0.095746,1.483031,-2.487150,0.179309,0.094692,0.026196,0.008380,-0.996151,-0.087251,0.016477,0.003918,-0.016234,4.726868,-31.030884,-20.707031,,,,,,
1478502979.98,0.097501,1.486832,-2.486764,0.194357,0.113799,0.015605,0.008164,-0.996477,-0.083467,0.007934,0.001619,-0.008284,4.952087,-30.805664,-20.855469,,,,,,
1478502980.00,0.099623,1.490512,-2.486913,0.185773,0.094692,0.014523,0.007976,-0.996779,-0.079801,-0.003841,-0.006044,-0.009555,4.877625,-31.106567,-20.255981,,,,,,
1478502980.02,0.100004,1.494023,-2.485944,0.173929,0.068143,0.019821,0.007657,-0.997054,-0.076315,-0.011396,0.001663,-0.002604,4.502258,-31.256409,-20.258667,,,,,,
1478502980.04,0.102339,1.497702,-2.486384,0.199789,0.113858,-0.001355,0.007461,-0.997330,-0.072647,-0.011626,-0.003815,-0.005707,4.502441,-31.481934,-19.883545,,,,,,
1478502980.06,0.110449,1.501853,-2.492026,0.220144,0.144625,-0.002355,0.007593,-0.997624,-0.068469,-0.014627,0.004552,-0.011579,4.502441,-31.481934,-19.883545,,,,,,
1478502980.08,0.118042,1.506122,-2.496596,0.249082,0.157326,-0.023503,0.007611,-0.997909,-0.064180,-0.023236,0.006073,-0.022658,4.577759,-31.407104,-19.807983,,,,,,
1478502980.10,0.129243,1.510634,-2.504854,0.272507,0.155124,-0.023368,0.007749,-0.998191,-0.059625,-0.024976,0.010993,-0.034217,4.803894,-31.257751,-19.431396,,,,,,
1478502980.12,0.133026,1.515026,-2.505284,0.309941,0.182660,-0.032779,0.007393,-0.998445,-0.055249,-0.029610,0.003191,-0.038836,4.954163,-31.182922,-19.355347,,,,,,
1478502980.15,0.134650,1.519847,-2.503081,0.321703,0.207063,-0.027422,0.006837,-0.998702,-0.050466,-0.034226,-0.002015,-0.042811,4.803223,-31.708130,-19.206177,,,,,,
1478502980.17,0.120059,1.524000,-2.484375,0.313142,0.212392,-0.020016,0.005603,-0.998905,-0.046443,-0.028430,0.001682,-0.040746,4.803223,-31.708130,-19.206177,,,,,,
1478502980.19,0.129495,1.528522,-2.489885,0.300263,0.189042,-0.018983,0.005457,-0.999107,-0.041908,-0.014002,0.006889,-0.038537,5.027588,-32.158569,-18.979248,,,,,,
1478502980.21,0.157777,1.533047,-2.515007,0.300216,0.145486,-0.037011,0.005930,-0.999288,-0.037271,-0.004557,-0.016780,-0.034476,5.253845,-32.009338,-18.527588,,,,,,
1478502980.23,0.211592,1.537936,-2.566398,0.305490,0.114654,-0.046515,0.006900,-0.999460,-0.032121,0.000836,-0.004705,-0.020308,5.404236,-32.084900,-18.226562,,,,,,
1478502980.25,0.279169,1.543544,-2.631851,0.327801,0.103944,-0.043181,0.007509,-0.999629,-0.026194,-0.013505,0.010539,-0.009451,4.803711,-32.610107,-17.855713,,,,,,
1478502980.27,0.407550,1.549685,-2.758521,0.349007,0.079419,-0.040898,0.008367,-0.999777,-0.019381,-0.022527,0.015539,0.006548,4.803711,-32.610107,-17.855713,,,,,,
1478502980.29,0.623562,1.555793,-2.973209,0.342537,0.060300,-0.038774,0.008761,-0.999887,-0.012180,-0.021273,0.011469,0.014011,5.254028,-32.385132,-18.002563,,,,,,
1478502980.31,1.029660,1.559861,2.904895,0.322177,0.050773,-0.025032,0.009372,-0.999940,-0.005633,-0.009022,0.005479,0.016054,5.479126,-32.460510,-17.850708,,,,,,
1478502980.33,1.634433,1.560745,2.301043,0.314822,0.047639,-0.043164,0.010031,-0.999949,0.000639,0.003824,-0.006780,0.010942,5.329651,-32.986877,-16.876709,,,,,,
1478502980.35,2.125449,1.557402,1.810964,0.325735,0.049802,-0.083559,0.011386,-0.999910,0.007054,-0.000446,-0.001249,0.002757,5.254333,-33.211975,-16.802002,,,,,,
1478502980.37,2.369101,1.551884,1.568371,0.323694,0.058331,-0.093163,0.013199,-0.999821,0.013544,-0.009704,0.014470,-0.002771,5.254333,-33.211975,-16.802002,,,,,,
1478502980.39,2.489355,1.545999,1.449391,0.299230,0.066917,-0.094375,0.015050,-0.999693,0.019705,-0.013860,0.004743,-0.002875,5.029114,-33.211731,-16.878784,,,,,,
1478502980.41,2.555271,1.540644,1.384789,0.254529,0.069198,-0.099945,0.016681,-0.999545,0.025112,-0.014575,-0.016339,-0.009549,5.405151,-32.987244,-16.651001,,,,,,
1478502980.43,2.577796,1.536294,1.363855,0.207871,0.094901,-0.120464,0.018435,-0.999405,0.029157,-0.019960,-0.013565,-0.022336,5.780151,-33.288025,-16.272949,,,,,,
