timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478503922.40,1.019653,-1.148780,-0.185587,0.001141,-0.005161,-0.011551,0.348949,0.912265,-0.214492,-0.002483,-0.001148,-0.002091,9.219177,36.270630,13.812866,,,,,,
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.924927,-1.000000,-1.000000,1478503922.40
,,,,,,,,,,,,,,,,37.391756,-122.011203,10.924927,1.560000,-1.000000,1478503688.00
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.924927,-1.000000,-1.000000,1478503922.40
,,,,,,,,,,,,,,,,37.392598,-122.003843,10.924927,-1.000000,-1.000000,1478503922.40
1478503922.42,1.019133,-1.148949,-0.185953,-0.005269,-0.010456,-0.011578,0.348706,0.912334,-0.214593,-0.000165,0.000492,-0.003455,9.069214,36.345825,13.736694,,,,,,
1478503922.44,1.018454,-1.149210,-0.186177,-0.006386,-0.025337,-0.011562,0.348358,0.912441,-0.214705,-0.002182,-0.003368,-0.002169,9.144958,36.345215,14.112305,,,,,,
1478503922.46,1.017454,-1.149599,-0.186481,-0.004284,-0.037035,-0.013662,0.347841,0.912600,-0.214866,-0.005099,-0.005648,0.002601,9.144958,36.345215,14.112305,,,,,,
1478503922.48,1.016755,-1.150009,-0.186561,0.002149,-0.023236,-0.012583,0.347373,0.912768,-0.214912,-0.002692,-0.002688,0.009163,9.145386,36.570312,14.037231,,,,,,
1478503922.50,1.017049,-1.150400,-0.186341,0.013973,0.007557,-0.012565,0.347133,0.912927,-0.214623,0.001073,0.005698,0.012841,9.145630,36.494995,14.262207,,,,,,
